SupplierCompanyName,CompanyName,SupplierAddress,SupplierAddress2,SupplierCity,SupplierState,SupplierZip,SupplierPhone,SupplierWebSiteUrl,TermsOfServiceURL,SignUpNowURL,Price,RateType,IsIntroductoryOffer,IntroductoryOfferDetails,TermLength,EarlyTerminationFee,MonthlyFee,IsPromotionalOffer,PromotionalOfferDetails,OfferDetails,_Key,_Supplier,_Rate,_Term,_ETF
Santanna Energy Services,Santanna Natural Gas Corporation,300 E Business Way  Suite 200,,Cincinnati,OH,45241,(866) 325-0225,https://santannaenergyservices.com/offers/?utm_source=energychoice.ohio.gov&utm_medium=referral&utm_campaign=company-url&utm_content=gas&strategyGuid=30ce3c13-a301-46a6-82fe-22c7a16589d3,https://santannaenergyservices.com/wp-content/uploads/2024/04/SES_WP_TermsConditions_MM_G_OH_Static_A2A.pdf,https://santannaenergyservices.com/offers/?strategyGuid=30ce3c13-a301-46a6-82fe-22c7a16589d3&utm_source=energychoice.ohio.gov&utm_medium=referral&utm_campaign=FIX_6M_M3_DEOOHG&utm_content=gas,3.39,Fixed,No,,6,100,0,Yes,Enter gift card and tech giveaways with Santanna Rewards! THIS PRODUCT IS ONLY AVAILABLE FOR NEW CUSTOMERS WHO BUNDLE GAS & ELECTRIC. Visit company URL or call us directly to see electric price and enroll in this bundled product.,Fixed Price 6-month initial term. ONLY AVAILABLE TO NEW CUSTOMERS WHO BUNDLE GAS & ELECTRIC. Visit company URL or call us directly to see electric price and enroll in this bundled product.,HK::7102884c69702e303590d17a22e7e03d1905e1a6,Santanna Energy Services,3.39,6,100
XOOM Energy Ohio LLC,XOOM Energy Ohio LLC,804 Carnegie Center,,Princeton,NJ,08540,(888) 997-8979,http://xoomenergy.com,https://xoomenergy.com/uploads/rates/terms-email/368981-en.pdf,http://xoomenergy.com/en/residential/ohio/dominion-east-of-ohio?der=1901,5.79,Fixed,No,,24,200,0,No,,SureLock 24,HK::51ccbaad41c3853d9da321c387f42b7a79701505,XOOM Energy Ohio LLC,5.79,24,200
Snyder Brothers Energy Marketing LLC,Snyder Brothers Energy Marketing LLC,P.O. Box 1022,1 Glade Park East,Kittanning,PA,16201,(800) 394-8101,www.snyderbrothersinc.com,www.snyderbrothersinc.com,www.snyderbrothersinc.com,5.35,Variable,No,5.35,1,0,0,No,Monthly Variable Rate,Monthly MVR Rate,HK::39cefcfa8dfca82f20708a9ba4d002433fcfeb3a,Snyder Brothers Energy Marketing LLC,5.35,1,0
Ohio Natural Gas,SouthStar Energy Services LLC,P.O. Box 14657,,Cleveland,OH,44114,(800) 735-0862,https://www.ohionaturalgas.com/green/,https://www.ohionaturalgas.com/list-plans/?GL=true,https://www.ohionaturalgas.com/list-plans/?GL=true,5.97,Fixed,No,,12,12.5,0,No,Offset your Carbon Footprint by making your gas usage Carbon Neutral. Sign up with Greener Life from Ohio Natural Gas today!,Sign up with Greener Life from Ohio Natural Gas today.,HK::ac1987173804455ef62ed894d81df8aa95813569,Ohio Natural Gas,5.97,12,12.5
Symmetry Energy Solutions LLC,Symmetry Energy Solutions LLC,PO BOX 802467,,Houston,TX,77280,(888) 200-3788,http://www.symmetryenergy.com/choice,http://www.symmetryenergy.com/choice,https://symmetryenergy.com/enroll/,5.39,Variable,No,,12,0,0,No,,Current Managed Price rate is $5.39000 per Mcf for January 2026. This rate may or may not be the monthly rate you pay based on your service start date on this plan. The rate may remain the same or may change monthly. See contract.,HK::74e8e4f17b9f8420adbe6a9821f0369902c45120,Symmetry Energy Solutions LLC,5.39,12,0
Mercury Energy Marketing LLC,Mercury Energy Marketing LLC,6545 Market Ave. N,Suite 100,North Canton,OH,44721,(800) 975-6372,www.mercuryenergyohio.com,https://mercuryenergyohio.com/plans/,https://mercuryenergyohio.com/plans/dominion-energy-ohio/,4.48,Fixed,No,,18,0,0,No,,,HK::789a12878fee760646a29de6b2b901c98cb0387d,Mercury Energy Marketing LLC,4.48,18,0
Nordic Energy Services LLC,Nordic Energy Services LLC,1 Tower Lane  Ste. 300,,Oakbrook Terrace,IL,60181,(877) 808-1022,https://www.nordicenergy-us.com/,https://www.nordicenergy-us.com/,https://www.nordicenergy-us.com/,4.67,Variable,No,,2,0,0,Yes,Fixed rate of 4.67/MCF for two months then defaults to a variable rate. No early termination fees!,Fixed rate of 4.67/MCF for two months then defaults to a variable rate. No early termination fees!,HK::12b139a62db41fe5c647b3144548e0abe902c9de,Nordic Energy Services LLC,4.67,2,0
Constellation NewEnergy-Gas Division LLC,Constellation NewEnergy-Gas Division LLC,1001 Louisiana Street Ste 23,,Houston,TX,77002,(855) 465-1244,http://www.constellation.com/Rateboard,https://www.constellation.com/bin/residential/GetPlanContractPDF?planId=231,https://www.constellation.com/campaigns/rateboard.html?utm_source=energychoice.ohio.gov&utm_medium=referral,5.49,Fixed,No,,12,150,0,No,,,HK::9129b44459f0f208bf04821dc98147d938cbe12d,Constellation NewEnergy-Gas Division LLC,5.49,12,150
Energy Harbor LLC,Energy Harbor LLC,168 East Market Street,,Akron,OH,44308,(855) 487-0822,https://energyharbor.com/?PromoCode=Rateboard&rfid=PUCO,https://shopping.energyharbor.com/cust/?PID=163AF46F-8CE4-46DC-A730-6B5A2C8316FA&UID=C7C5FD83-46F3-4B30-B916-36897E483F47&OID=42B713CB-DE6E-4635-AB9D-F542253A9029&RFID=PUCO&PUC=1&STATE=OH&SN=EH&CT=G&PromoCode=RATEBOARD,https://shopping.energyharbor.com/cust/?PID=163AF46F-8CE4-46DC-A730-6B5A2C8316FA&UID=C7C5FD83-46F3-4B30-B916-36897E483F47&OID=42B713CB-DE6E-4635-AB9D-F542253A9029&RFID=PUCO&PUC=1&STATE=OH&SN=EH&CT=G&PromoCode=RATEBOARD,4.69,Fixed,No,,24,0,0,No,,Avoid price swings with a fixed natural gas rate for 24 months. Special offer for new  online customers.,HK::e7ceb54afb97be37f4c9343373a9bf8ac7f4678b,Energy Harbor LLC,4.69,24,0
Shipley Choice  LLC,Shipley Choice  LLC,415 Norway St,,York,PA,17403,(866) 573-4853,http://www.shipleyenergy.com,https://enroll.shipleyenergy.com/enrollment/Step3,https://www.shipleyenergy.com/enrollment?product=ng,5.19,Variable,No,,1,0,0,No,,Variable term,HK::e1b0631975833739879c06ff2cb202bceb8bb0b3,Shipley Choice  LLC,5.19,1,0
CleanSky Energy,Titan Gas LLC,3355 W. Alabama,,Houston,TX,77098,(888) 355-6205,https://cleanskyenergy.com/,https://rates.cleanskyenergy.com:8443/rates/DownloadDoc?path=86759dd0-b60b-4fd7-bcc6-a57f33be0922.pdf&id_plan=52671,https://signup.cleanskyenergy.com/rates?utility_id=92&promocode=APPLESZERO,5.09,Fixed,No,,6,50,0,No,This plan is for new customers only. Have a question about a plan or need help placing an order? Call us: 1-888-355-6205 | Email us: CustomerCare@CleanSkyEnergy.com,This plan is for new customers only. Have a question about a plan or need help placing an order? Call us: 1-888-355-6205 | Email us: CustomerCare@CleanSkyEnergy.com,HK::33fc30b44d89243403cfc40bb77b7ac85c1b22b5,CleanSky Energy,5.09,6,50
CleanSky Energy,Titan Gas LLC,3355 W. Alabama,,Houston,OH,77098,(888) 355-6205,https://cleanskyenergy.com/,https://rates.cleanskyenergy.com:8443/rates/DownloadDoc?path=86759dd0-b60b-4fd7-bcc6-a57f33be0922.pdf&id_plan=52671,https://signup.cleanskyenergy.com/rates?utility_id=92&promocode=APPLESZERO,5.09,Fixed,No,,12,75,0,No,This plan is for new customers only. Have a question about a plan or need help placing an order? Call us: 1-888-355-6205 | Email us: CustomerCare@CleanSkyEnergy.com,This plan is for new customers only. Have a question about a plan or need help placing an order? Call us: 1-888-355-6205 | Email us: CustomerCare@CleanSkyEnergy.com,HK::33fc30b44d89243403cfc40bb77b7ac85c1b22b5,CleanSky Energy,5.09,12,75
Symmetry Energy Solutions LLC,Symmetry Energy Solutions LLC,PO BOX 802467,,Houston,TX,77280,(888) 200-3788,http://www.symmetryenergy.com/choice,http://www.symmetryenergy.com/choice,https://symmetryenergy.com/enroll/,4.75,Fixed,No,,12,0,0,Yes,Symmetry Rewards 12,Looking for a product that provides rate security and stability? Then choose the Symmetry Fixed Price product. With the Symmetry Fixed Price product your natural gas commodity rate will not change for the term of your contract. You can enjoy peace of mind knowing exactly what your natural gas rate will be regardless of any increasing costs of natural gas in the market,HK::3a0f668368a5a93b4699c7be9c223273951d08fd,Symmetry Energy Solutions LLC,4.75,12,0
Ohio Natural Gas,SouthStar Energy Services LLC,P.O. Box 14657,,Cleveland,OH,44114,(800) 735-0862,ohionaturalgas.com,https://www.ohionaturalgas.com/list-plans/?rateClassCode=01&ldcCode=DEO,https://www.ohionaturalgas.com/appleego,4.77,Fixed,No,,12,12.5,0,Yes,Promo Code APPLEEGO,Promo Code APPLEEGO,HK::e54f5cf1bba9b3d8ee3e31526ce8a79067ec00b4,Ohio Natural Gas,4.77,12,12.5
Energy Harbor LLC,Energy Harbor LLC,168 East Market Street,,Akron,OH,44308,(855) 487-0822,https://energyharbor.com/?PromoCode=Rateboard&rfid=PUCO,https://shopping.energyharbor.com/cust/?PID=49F92A77-79A2-473C-A9C2-BFD7A6D6C7D7&UID=C7C5FD83-46F3-4B30-B916-36897E483F47&OID=42B713CB-DE6E-4635-AB9D-F542253A9029&RFID=PUCO&PUC=1&STATE=OH&SN=EH&CT=G&PromoCode=RATEBOARD,https://shopping.energyharbor.com/cust/?PID=49F92A77-79A2-473C-A9C2-BFD7A6D6C7D7&UID=C7C5FD83-46F3-4B30-B916-36897E483F47&OID=42B713CB-DE6E-4635-AB9D-F542253A9029&RFID=PUCO&PUC=1&STATE=OH&SN=EH&CT=G&PromoCode=RATEBOARD,4.79,Fixed,No,,36,0,0,No,,Avoid price swings with a fixed natural gas rate for 36 months. Special offer for new  online customers.,HK::e7ceb54afb97be37f4c9343373a9bf8ac7f4678b,Energy Harbor LLC,4.79,36,0
Mercury Energy Marketing LLC,Mercury Energy Marketing LLC,6545 Market Ave. N,Suite 100,North Canton,OH,44721,(800) 975-6372,www.mercuryenergyohio.com,https://mercuryenergyohio.com/plans/,https://mercuryenergyohio.com/plans/dominion-energy-ohio/,4.48,Fixed,No,,18,0,0,No,,,HK::789a12878fee760646a29de6b2b901c98cb0387d,Mercury Energy Marketing LLC,4.48,18,0
Provision,Energy 95 LLC,P.O Box 6036,,Austin,TX,78762,(800) 930-5427,https://provisionpg.com/,https://www.getprovision.com/wp-content/uploads/plans_pdf/2137.pdf,https://www.getprovision.com/enroll-step-2/?utility=DEO,5.19,Variable,Yes,$5.19/Mcf first month  then monthly variable rate,1,0,0,Yes,$5.19/Mcf first month  then monthly variable rate,$5.19/Mcf first month  then monthly variable rate,HK::650c65588d4a4a838b4973b0d10d6452b93a689e,Provision,5.19,1,0
IGS Energy,Interstate Gas Supply LLC,6100 Emerald Parkway,,Dublin,OH,43016,(800) 280-4474,www.igsenergy.com,https://www.igs.com/signup,https://igs.com/signup/?campaignCode=Web-ApplesToApples&utm_campaign=referral-applestoapples-general&utm_source=applestoapples&utm_medium=referral,5.99,Fixed,No,,12,99,0,No,,Contribute to a brighter future by choosing this environmentally conscious product for your home. Our 100% Carbon Neutral Fixed Rate provides you with stability and predictability for the entire term length.,HK::ac6b0be1bb25d34f830558038e07e65c2b774824,IGS Energy,5.99,12,99
SFE Energy Ohio  Inc,SFE Energy Ohio  Inc,PO BOX 967,,Buffalo,NY,14240-0967,(866) 255-3844,https://www.sfeenergy.com/,https://www.sfeenergy.com/wp-content/uploads/2025/09/TC_OH_RESI_PLD003_03_OCT_22.pdf,https://www.sfeenergy.com/ohio/,7.99,Fixed,No,,12,7.5,0,Yes,Receive 4 FREE LED bulbs after 2 months (60 calendar days) of consecutive flow with the company.,Our fixed-price energy plan provides rate stability. This is a 12-month fixed rate plan exclusively for Enbridge Gas of Ohio (Dominion) customers only.,HK::715c1971476acc8c15627e755681a0471b429b43,SFE Energy Ohio  Inc,7.99,12,7.5
Barracuda Energy LLC,Barracuda Energy LLC,100 E Campus,Suite 250,Columbus,OH,43235,(833) 628-4278,www.barracudagas.com,https://barracudagas.com/,https://barracudagas.com/,5.95,Fixed,No,,12,0,0,No,,,HK::55e15396d715cb02e7fab700afbe8f8e2a2e8f02,Barracuda Energy LLC,5.95,12,0
Clearview Electric Inc,Clearview Electric Inc,901 Main Street STE 4700,,Dallas,TX,75202,(888) 512-8994,https://www.clearviewenergy.com/states/pa/,https://www.clearviewenergy.com/documents/tos/?productNum=405352,https://www.clearviewenergy.com/enrollment/?utilityid=&utilityidG=105&utilityname=&utilitynameG=Dominion&ctype=RESI&utility-state=oh&productNum=405352,7.4999,Variable,No,,1,0,0,No,,NaturalAssurance12: A Month-to-Month Variable MCF Rate Product  with a promotional term for 12 billing cycles.,HK::8e1f2411d02b1f372ed33ff362c6cba60e2ef701,Clearview Electric Inc,7.4999,1,0
IGS Energy,Interstate Gas Supply LLC,6100 Emerald Parkway,,Dublin,OH,43016,(800) 280-4474,www.igsenergy.com,https://www.igs.com/signup,https://igs.com/signup/?campaignCode=Web-ApplesToApples&utm_campaign=referral-applestoapples-general&utm_source=applestoapples&utm_medium=referral,7.24,Fixed,No,,24,149,0,No,,Contribute to a brighter future by choosing this environmentally conscious product for your home. Our 100% Carbon Neutral Fixed Rate provides you with stability and predictability for the entire term length.,HK::ac6b0be1bb25d34f830558038e07e65c2b774824,IGS Energy,7.24,24,149
Ohio Gas & Electric,US Gas & Electric Inc.,P.O. Box 660403,,Dallas,TX,75266-0433,(866) 706-7360,https://www.ohgande.com/?PromoCode=Rateboard&rfid=PUCO,https://shopping.ohgande.com/cust/?PID=0E777ADC-F37A-4448-9E55-5E84F0EA6899&UID=C7C5FD83-46F3-4B30-B916-36897E483F47&OID=F50A60BB-6263-43EF-81CD-A49EA9CE32DD&RFID=PUCO&PUC=1&STATE=OH&SN=USG&CT=G&PromoCode=RATEBOARD,https://shopping.ohgande.com/cust/?PID=0E777ADC-F37A-4448-9E55-5E84F0EA6899&UID=C7C5FD83-46F3-4B30-B916-36897E483F47&OID=F50A60BB-6263-43EF-81CD-A49EA9CE32DD&RFID=PUCO&PUC=1&STATE=OH&SN=USG&CT=G&PromoCode=RATEBOARD,4.49,Fixed,No,,18,0,0,No,,Get peace of mind with a fixed rate for 18 months - plus  $50 in Reward Dollars every month once your account's active. Special offer for new  online customers.,HK::b465d03ec317fc57312d18b3d4b08b72b9ccb1af,Ohio Gas & Electric,4.49,18,0
Mercury Energy Marketing LLC,Mercury Energy Marketing LLC,6545 Market Ave. N,STE 100,North Canton,OH,44721,(800) 975-6372,www.mercuryenergyohio.com,https://mercuryenergyohio.com/plans/dom/residential/,https://mercuryenergyohio.com/plans/dom/residential/,4.48,Fixed,No,,12,0,0,No,,,HK::83ef9c50ccfd2b4b0eb3da14ce6c46290475129b,Mercury Energy Marketing LLC,4.48,12,0
nTherm  LLC,nTherm  LLC,1321 Upland Dr #19675,,Houston,TX,77043,(888) 865-3402,www.ntherm.com,https://www.ntherm.com/sites/default/files/2023-12/oh_gas_tos.pdf,www.ntherm.com,3.19,Variable,Yes,20% rebate on the average months energy supply cost after 12 consecutive months with nTherm  llc as the Competitive Retail Natural Gas Supplier,1,0,0,No,,,HK::672db797cbecac11d0e336e4ffff1faa303076a5,nTherm  LLC,3.19,1,0
XOOM Energy Ohio LLC,XOOM Energy Ohio LLC,804 Carnegie Center,,Princeton,NJ,08540,(888) 997-8979,http://xoomenergy.com,https://xoomenergy.com/uploads/rates/terms-email/372655-en.pdf,http://xoomenergy.com/en/residential/ohio/dominion-east-of-ohio?der=73,5.79,Fixed,No,,12,110,0,No,,XOOM Energy's SureLock 12 fixed rate product,HK::dcbbb3c1d5c9c9220ba616e5086588dab9b20f0b,XOOM Energy Ohio LLC,5.79,12,110
Utility Gas and Power,LE Energy LLC,2680 CORPORATE PARK DR,STE 100,Opelika,AL,36801,(855) 747-4931,www.utilitygasandpower.com,https://www.utilitygasandpower.com/gas-tc,https://www.utilitygasandpower.com/enroll?referral=a2a&rate=5.99-12mos,5.99,Fixed,No,,12,150,0,No,,Guaranteed fixed rate for 12 months and UGP Price Protection!,HK::fc1fc8f2a02cf66ba7dddac8e3c8faeca6fceb67,Utility Gas and Power,5.99,12,150
IGS Energy,Interstate Gas Supply LLC,6100 Emerald Parkway,,Dublin,OH,43016,(800) 280-4474,www.igsenergy.com,https://www.igs.com/signup,https://igs.com/signup/?campaignCode=Web-ApplesToApples&utm_campaign=referral-applestoapples-general&utm_source=applestoapples&utm_medium=referral,7.49,Fixed,No,,36,199,0,No,,Contribute to a brighter future by choosing this environmentally conscious product for your home. Our 100% Carbon Neutral Fixed Rate provides you with stability and predictability for the entire term length.,HK::ac6b0be1bb25d34f830558038e07e65c2b774824,IGS Energy,7.49,36,199
Ohio Gas & Electric,US Gas & Electric Inc.,P.O. Box 660403,,Dallas,TX,75266-0433,(866) 706-7360,https://www.ohgande.com/?PromoCode=Rateboard&rfid=PUCO,https://shopping.ohgande.com/cust/?PID=D3E6D7DF-3744-4769-AE62-B2475F5FBF2F&UID=C7C5FD83-46F3-4B30-B916-36897E483F47&OID=F50A60BB-6263-43EF-81CD-A49EA9CE32DD&RFID=PUCO&PUC=1&STATE=OH&SN=USG&CT=G&PromoCode=RATEBOARD,https://shopping.ohgande.com/cust/?PID=D3E6D7DF-3744-4769-AE62-B2475F5FBF2F&UID=C7C5FD83-46F3-4B30-B916-36897E483F47&OID=F50A60BB-6263-43EF-81CD-A49EA9CE32DD&RFID=PUCO&PUC=1&STATE=OH&SN=USG&CT=G&PromoCode=RATEBOARD,4.29,Fixed,No,,12,0,0,No,,Get peace of mind with a fixed rate for 12 months - plus  $50 in Reward Dollars every month once your account's active. Special offer for new  online customers.,HK::b465d03ec317fc57312d18b3d4b08b72b9ccb1af,Ohio Gas & Electric,4.29,12,0
Energy Harbor LLC,Energy Harbor LLC,168 East Market Street,,Akron,OH,44308,(855) 487-0822,https://energyharbor.com/?PromoCode=Rateboard&rfid=PUCO,https://shopping.energyharbor.com/cust/?PID=48C45366-9C69-480E-9617-516BEA01B68E&UID=C7C5FD83-46F3-4B30-B916-36897E483F47&OID=42B713CB-DE6E-4635-AB9D-F542253A9029&RFID=PUCO&PUC=1&STATE=OH&SN=EH&CT=G&PromoCode=RATEBOARD,https://shopping.energyharbor.com/cust/?PID=48C45366-9C69-480E-9617-516BEA01B68E&UID=C7C5FD83-46F3-4B30-B916-36897E483F47&OID=42B713CB-DE6E-4635-AB9D-F542253A9029&RFID=PUCO&PUC=1&STATE=OH&SN=EH&CT=G&PromoCode=RATEBOARD,4.49,Fixed,No,,18,0,0,No,,Avoid price swings with a fixed natural gas rate for 18 months. Special offer for new  online customers.,HK::e7ceb54afb97be37f4c9343373a9bf8ac7f4678b,Energy Harbor LLC,4.49,18,0
nTherm  LLC,nTherm  LLC,1321 Upland Dr #19675,,Houston,TX,77043,(888) 865-3402,www.ntherm.com,https://www.ntherm.com/sites/default/files/2023-12/oh_gas_tos.pdf,www.ntherm.com,3.19,Variable,Yes,20% rebate on the average months energy supply cost after 12 consecutive months with nTherm  llc as the Competitive Retail Natural Gas Supplier,1,0,0,No,,20% rebate on the average months energy supply cost after 12 consecutive months with nTherm  llc as the Competitive Retail Natural Gas Supplier,HK::672db797cbecac11d0e336e4ffff1faa303076a5,nTherm  LLC,3.19,1,0
Mercury Energy Marketing LLC,Mercury Energy Marketing LLC,6545 Market Ave. N,Suite 100,North Canton,OH,44721,(800) 975-6372,www.mercuryenergyohio.com,https://mercuryenergyohio.com/plans/,https://mercuryenergyohio.com/plans/dominion-energy-ohio/,4.38,Variable,Yes,Enjoy the first month of gas at $4.38/mcf followed by a monthly variable price that follows the MRR rate,1,0,0,Yes,Enjoy the first month of gas at $4.38/mcf followed by a monthly variable price that follows the MRR rate,Enjoy the first month of gas at $4.38/mcf followed by a monthly variable price that follows the MRR rate,HK::7c57f4fc9ab3ae8edbc7f011cd1806a8dc6ae22f,Mercury Energy Marketing LLC,4.38,1,0
Mercury Energy Marketing LLC,Mercury Energy Marketing LLC,6545 Market Ave. N,Ste. 100,North Canton,OH,44721,(800) 975-6372,www.mercuryenergyohio.com,https://mercuryenergyohio.com/plans/,https://mercuryenergyohio.com/plans/dominion-energy-ohio/,4.58,Fixed,No,,24,0,0,No,,,HK::789a12878fee760646a29de6b2b901c98cb0387d,Mercury Energy Marketing LLC,4.58,24,0
AEP Energy Inc,AEP Energy Inc,1 Riverside Plaza,20th Floor,Columbus,OH,43215,(877) 648-1922,https://www.aepenergy.com/acquisition/campaign/offers/?cc=puco-deo&utm_source=A2A&utm_medium=shopping&utm_campaign=deo_36,https://www.aepenergy.com/acquisition/campaign/offers/?cc=puco-deo&utm_source=A2A&utm_medium=shopping&utm_campaign=deo_36,https://www.aepenergy.com/acquisition/campaign/offers/?cc=puco-deo&utm_source=A2A&utm_medium=shopping&utm_campaign=deo_36,5.19,Fixed,No,,36,0,0,Yes,Enroll in this price plan and you’ll receive up to $108 Reward Dollars over the course of the plan to use in AEP Energy Reward Store  our one-stop online marketplace filled with a variety of energy-saving products for your home  available exclusively for AEP Energy customers!  Offer is valid for both new and existing customers. For more information  visit AEPenergyrewardstore.com.,This offer is limited to residential customers of Enbridge Gas Ohio and is valid for both new and existing customers. Please Note: You will need to provide your zip code to see if the respective offer appears and will be available to you. Based upon zip code  this offer is not available to all customers of Enbridge Gas Ohio.,HK::c075a66e3ac88494f1f04bcd41ce610064de4ce4,AEP Energy Inc,5.19,36,0
Constellation NewEnergy-Gas Division LLC,Constellation NewEnergy-Gas Division LLC,4 Houston Center   1221 Lamar Street   Suite 750,,Houston,TX,77010,(855) 465-1244,http://www.constellation.com/rateboard,https://www.constellation.com/bin/residential/GetPlanContractPDF?planId=6355,https://www.constellation.com/campaigns/rateboard.html?utm_source=energychoice.ohio.gov&utm_medium=referral,8.49,Variable,No,,1,0,0,No,,Monthly MVR Rate,HK::f8c27214dd40957e63d6b601e88ff5560d1b666b,Constellation NewEnergy-Gas Division LLC,8.49,1,0
Shipley Choice  LLC,Shipley Choice  LLC,415 Norway St,,York,PA,17403,(866) 573-4853,http://www.shipleyenergy.com,https://enroll.shipleyenergy.com,https://www.shipleyenergy.com/enrollment?product=ng,5.49,Fixed,No,,12,0,0,No,,Making an impact has never been easier - Choose Shipley’s Carbon Neutral Gas offer to offset 100% of your home's natural gas emissions. No monthly fees and no cancellation fees. Plus lock in this low fixed rate today and you’ll earn 3% REWARDS through Shipley Energy's Rewards Program. For New Customers Only.,HK::b8bfbbd2ccba74f85297603c8aec35e153d7528a,Shipley Choice  LLC,5.49,12,0
Symmetry Energy Solutions LLC,Symmetry Energy Solutions LLC,PO BOX 802467,,Houston,TX,77280,(888) 200-3788,http://www.symmetryenergy.com/choice,http://www.symmetryenergy.com/choice,https://symmetryenergy.com/enroll/,4.99,Fixed,No,,24,0,0,Yes,Symmetry Rewards 24,Looking for a product that provides rate security and stability? Then choose the Symmetry Fixed Price product. With the Symmetry Fixed Price product your natural gas commodity rate will not change for the term of your contract. You can enjoy peace of mind knowing exactly what your natural gas rate will be regardless of any increasing costs of natural gas in the market,HK::3a0f668368a5a93b4699c7be9c223273951d08fd,Symmetry Energy Solutions LLC,4.99,24,0
Mercury Energy Marketing LLC,Mercury Energy Marketing LLC,6545 Market Ave. N,STE 100,North Canton,OH,44721,(800) 975-6372,www.mercuryenergyohio.com,https://mercuryenergyohio.com/plans/dom/residential/,https://mercuryenergyohio.com/plans/dom/residential/,4.88,Fixed,No,,6,0,0,No,,,HK::83ef9c50ccfd2b4b0eb3da14ce6c46290475129b,Mercury Energy Marketing LLC,4.88,6,0
Major Energy Services LLC,Major Energy Services LLC,12140 Wickchester Ln Suite #100,Ste 100,Houston,TX,77079,(888) 825-6760,https://majorenergy.com/,https://majorenergy.com/enroll/?getproductpdf=1&PromotionCode=&ProductID=149953&type=TOS&title=Terms+of+Service,https://majorenergy.com/enroll/,5.65,Fixed,No,,6,0,0,No,,A great choice for new customers to lock in a fixed rate. Enjoy peace of mind with a consistent rate for 6 months. With this energy plan  there is no monthly service fee and no early termination fee.,HK::66c1199e94a79f31338277737a3d47c9b5ef5ec5,Major Energy Services LLC,5.65,6,0
XOOM Energy Ohio LLC,XOOM Energy Ohio LLC,804 Carnegie Center,,Princeton,NJ,08540,(888) 997-8979,http://xoomenergy.com/en,https://xoomenergy.com/uploads/rates/terms-email/372659-en.pdf,http://xoomenergy.com/en/residential/ohio/dominion-east-of-ohio?der=3858,5.99,Fixed,No,,12,110,0,Yes,Get the peace of mind you deserve with our RescueLock 12 fixed rate plan!  Enroll on RescueLock 12 and 5% of your monthly energy charges will be donated to PetSmart Charities!*,RescueLock 12,HK::8f9fdf14aeaeeeba298c40d8befdf47858588fe3,XOOM Energy Ohio LLC,5.99,12,110
My Choice Energy LLC,Foster Energy Services LLC,470 Olde Worthington Road,,Columbus,OH,43082,(888) 505-9104,www.fostermychoice.com,www.fostermychoice.com,www.fostermychoice.com,5.69,Fixed,No,,24,10,0,No,,WE DO NOT SERVICE DOMINION WEST OHIO,HK::218d673b6396cf8f257cdd06a6cf1f39ff1eba08,My Choice Energy LLC,5.69,24,10
