SupplierCompanyName,CompanyName,SupplierAddress,SupplierAddress2,SupplierCity,SupplierState,SupplierZip,SupplierPhone,SupplierWebSiteUrl,TermsOfServiceURL,SignUpNowURL,Price,RateType,IsIntroductoryOffer,IntroductoryOfferDetails,TermLength,EarlyTerminationFee,MonthlyFee,IsPromotionalOffer,PromotionalOfferDetails,OfferDetails,OfferKey,_Key
Direct Energy Services LLC,Direct Energy Services LLC,PO Box 180,,Tulsa,OK,74101,(855) 355-3733,www.directenergy.com,https://directenergydocuments.gesc.com/TCPage.aspx?Doc=DEROHDTDTCG,https://shop.directenergy.com/usn/gas-live-brighter-18?msid=5360,5.89,Fixed,No,,18,0,0,No,,New Customers Only,3e4cf6a528e459dfb470385ddd564438c40bf78b,3e4cf6a528e459dfb470385ddd564438c40bf78b
Eastern Power and Gas LLC,Eastern Power and Gas LLC,20801 Biscayne Blvd suite 403,,Miami,FL,33180,(877) 799-3637,Easternpng.com,https://easternpng.com/energy-ratings/puco-approved-ohio-docs/Ohio_Energy_Ratings_FR_Contract_Terms_and_Conditions.pdf,https://easternpng.com/interactions/check-eligibility/,6.25,Fixed,No,,6,0,0,No,,$6.25 per MCF for the first 6 months  then a monthly variable rate,04997a3d579c759b30aaeb76aea2d71234a9a49a,04997a3d579c759b30aaeb76aea2d71234a9a49a
XOOM Energy Ohio LLC,XOOM Energy Ohio LLC,804 Carnegie Center,,Princeton,NJ,08540,(888) 997-8979,http://xoomenergy.com/en,https://xoomenergy.com/uploads/rates/terms-email/358214-en.pdf,http://xoomenergy.com/en/residential/ohio/dominion-east-of-ohio?der=3858,5.99,Fixed,No,,12,110,0,Yes,Get the peace of mind you deserve with our RescueLock 12 fixed rate plan!  Enroll on RescueLock 12 and 5% of your monthly energy charges will be donated to PetSmart Charities!*,RescueLock 12,5adb201860c3cae8ca736693a0c8f79769f4ba17,5adb201860c3cae8ca736693a0c8f79769f4ba17
My Choice Energy LLC,Foster Energy Services LLC,470 Olde Worthington Road,,Columbus,OH,43082,(888) 505-9104,www.fostermychoice.com,www.fostermychoice.com,www.fostermychoice.com,5.69,Fixed,No,,24,10,0,No,,WE DO NOT SERVICE DOMINION WEST OHIO,1ddfb95b415a4bd924d10386fcb3196004b18964,1ddfb95b415a4bd924d10386fcb3196004b18964
Ohio Natural Gas,SouthStar Energy Services LLC,P.O. Box 14657,,Cleveland,OH,44114,(800) 735-0862,https://www.ohionaturalgas.com/green/,https://www.ohionaturalgas.com/list-plans/?GL=true,https://www.ohionaturalgas.com/list-plans/?GL=true,5.39,Variable,No,,1,0,0,No,Offset your Carbon Footprint by making your gas usage Carbon Neutral. Sign up with Greener Life from Ohio Natural Gas today!,Sign up with Greener Life from Ohio Natural Gas today. Variable prices may change or remain the same each month. The August 2025 variable rate is 5.3900/Mcf.,b978db82ce37fe2aff446d7a5618c463199cc825,b978db82ce37fe2aff446d7a5618c463199cc825
Eastern Power and Gas LLC,Eastern Power and Gas LLC,20801 Biscayne Blvd suite 403,,Miami,FL,33180,(877) 799-3637,Easternpng.com,https://easternpng.com/energy-ratings/puco-approved-ohio-docs/Ohio_Energy_Ratings_FR_Contract_Terms_and_Conditions.pdf,https://easternpng.com/interactions/check-eligibility/,5.99,Fixed,No,,3,0,0,No,,$5.99 per MCF for the first 3 months  then a monthly variable rate,5adb201860c3cae8ca736693a0c8f79769f4ba17,5adb201860c3cae8ca736693a0c8f79769f4ba17
Provision,Energy 95 LLC,P.O. Box 6036,,Austin,TX,78762,(800) 930-5427,https://provisionpg.com/,https://www.getprovision.com/wp-content/uploads/2025/06/0120-3.pdf,https://www.getprovision.com/enroll-step-2/?utility=DEO,6.9,Fixed,No,,12,0,0,No,,$6.90/mcf fixed for 12 months,75c41cf137a9a31823a6e465d81658ce9077457c,75c41cf137a9a31823a6e465d81658ce9077457c
Eastern Power and Gas LLC,Eastern Power and Gas LLC,20801 Biscayne Blvd suite 403,,Miami,FL,33180,(877) 799-3637,Easternpng.com,https://easternpng.com/energy-ratings/puco-approved-ohio-docs/Ohio_Energy_Ratings_FR_Contract_Terms_and_Conditions.pdf,https://easternpng.com/interactions/check-eligibility/,6.75,Fixed,No,,24,0,0,No,,$6.75 per MCF for the first 24 months  then a monthly variable rate,b7905ff063f18f71fcf1a7834780f29fc6ccd588,b7905ff063f18f71fcf1a7834780f29fc6ccd588
Mercury Energy Marketing LLC,Mercury Energy Marketing LLC,6545 Market Ave. N,STE 100,North Canton,OH,44721,(800) 975-6372,www.mercuryenergyohio.com,https://mercuryenergyohio.com/terms-of-service/,https://mercuryenergyohio.com/plans/,9.98,Fixed,No,,120,0,0,No,,'Forever Gas!' Sign up for 'Forever Gas' and never worry about gas shopping again! Want out? No termination fees!,48953fc0360673f263005afb25d3df7d2cb4b95e,48953fc0360673f263005afb25d3df7d2cb4b95e
Utility Gas and Power,LE Energy LLC,2680 CORPORATE PARK DR,STE 100,Opelika,AL,36801,(855) 747-4931,www.utilitygasandpower.com,https://www.utilitygasandpower.com/gas-tc,https://www.utilitygasandpower.com/enroll?referral=a2a&rate=4.99-12mos,4.99,Fixed,No,,12,150,0,No,,Guaranteed fixed rate for 12 months and UGP Price Protection!,71b62336ac91dd67447d8ed97859f413498217e6,71b62336ac91dd67447d8ed97859f413498217e6
Kratos Gas & Power,United Energy Trading LLC,225 Union Blvd.,Suite 200,Lakewood,CO,80228,(800) 296-2203,www.unitedenergytrading.com,www.kratosgp.com,https://ohio.kratosgp.com/,1.59,Variable,No,,1,0,0,Yes,Promo offer of $1.59/mcf for one month.  No cancellation fees.,Promo offer of $1.59/mcf for one month.  No cancellation fees.,6d375d92905ce77aa379d3d755eead82e034e9b5,6d375d92905ce77aa379d3d755eead82e034e9b5
Clearview Electric Inc,Clearview Electric Inc,901 Main Street STE 4700,,Dallas,TX,75202,(888) 512-8994,https://www.clearviewenergy.com/states/pa/,https://www.clearviewenergy.com/documents/tos/?productNum=401795&productNumG=,https://www.clearviewenergy.com/enrollment/?utilityid=&utilityidG=105&utilityname=&utilitynameG=Dominion&ctype=RESI&utility-state=oh&productNum=401795,6.829,Variable,No,,1,0,0,No,,NaturalAssurance12 A Month-to-Month Variable MCF Rate Product  with a promotional term for 12 billing cycles.,457b9ddfac607cb4834753cd10edc5d6754c9609,457b9ddfac607cb4834753cd10edc5d6754c9609
Ohio Gas & Electric,US Gas & Electric Inc.,P.O. Box 660403,,Dallas,TX,75266-0433,(866) 706-7360,https://www.ohgande.com/?PromoCode=Rateboard&rfid=PUCO,https://shopping.ohgande.com/cust/?PID=D3E6D7DF-3744-4769-AE62-B2475F5FBF2F&UID=C7C5FD83-46F3-4B30-B916-36897E483F47&OID=F56EBC4A-D692-4CB9-BE76-A67595D1D30C&RFID=PUCO&PUC=1&STATE=OH&SN=USG&CT=G&PromoCode=RATEBOARD,https://shopping.ohgande.com/cust/?PID=D3E6D7DF-3744-4769-AE62-B2475F5FBF2F&UID=C7C5FD83-46F3-4B30-B916-36897E483F47&OID=F56EBC4A-D692-4CB9-BE76-A67595D1D30C&RFID=PUCO&PUC=1&STATE=OH&SN=USG&CT=G&PromoCode=RATEBOARD,4.19,Fixed,No,,12,0,0,No,,Get peace of mind with a fixed rate for 12 months - plus  $50 in Reward Dollars every month once your account's active. Special offer for new  online customers.,ff1ae3d777fbfe12eb48bf32e34485dbb44b1944,ff1ae3d777fbfe12eb48bf32e34485dbb44b1944
Ohio Gas & Electric,US Gas & Electric Inc.,P.O. Box 660403,,Dallas,TX,75266-0433,(866) 706-7360,https://www.ohgande.com/?PromoCode=Rateboard&rfid=PUCO,https://shopping.ohgande.com/cust/?PID=4D24109E-C849-433C-B9CD-C9543D7216DC&UID=C7C5FD83-46F3-4B30-B916-36897E483F47&OID=F56EBC4A-D692-4CB9-BE76-A67595D1D30C&RFID=PUCO&PUC=1&STATE=OH&SN=USG&CT=G&PromoCode=RATEBOARD,https://shopping.ohgande.com/cust/?PID=4D24109E-C849-433C-B9CD-C9543D7216DC&UID=C7C5FD83-46F3-4B30-B916-36897E483F47&OID=F56EBC4A-D692-4CB9-BE76-A67595D1D30C&RFID=PUCO&PUC=1&STATE=OH&SN=USG&CT=G&PromoCode=RATEBOARD,4.146,Fixed,No,,6,0,0,No,,Get peace of mind with a fixed rate for 6 months - plus  $50 in Reward Dollars every month once your account's active. Special offer for new  online customers.,9549a0df248d54c113d8b122442d385726248943,9549a0df248d54c113d8b122442d385726248943
AEP Energy Inc,AEP Energy Inc,1 Riverside Plaza,20th Floor,Columbus,OH,43215,(877) 648-1922,https://www.aepenergy.com/acquisition/campaign/offers/?cc=puco-deo&utm_source=A2A&utm_medium=shopping&utm_campaign=deo_12,https://www.aepenergy.com/acquisition/campaign/offers/?cc=puco-deo&utm_source=A2A&utm_medium=shopping&utm_campaign=deo_12,https://www.aepenergy.com/acquisition/campaign/offers/?cc=puco-deo&utm_source=A2A&utm_medium=shopping&utm_campaign=deo_12,5.69,Fixed,No,,12,0,0,Yes,Enroll in this price plan and you’ll receive up to $36 Reward Dollars over the course of the plan to use in AEP Energy Reward Store  our one-stop online marketplace filled with a variety of energy-saving products for your home  available exclusively for AEP Energy customers!  Offer is valid for both new and existing customers. For more information  visit AEPenergyrewardstore.com.,This offer is limited to residential customers of Dominion East Ohio and is valid for both new and existing customers. Please Note: You will need to provide your zip code to see if the respective offer appears and will be available to you. Based upon zip code  this offer is not available to all customers of Dominion East Ohio.,1ddfb95b415a4bd924d10386fcb3196004b18964,1ddfb95b415a4bd924d10386fcb3196004b18964
Mercury Energy Marketing LLC,Mercury Energy Marketing LLC,6545 Market Ave. N,Ste. 100,North Canton,OH,44721,(800) 975-6372,www.mercuryenergyohio.com,https://mercuryenergyohio.com/plans/,https://mercuryenergyohio.com/plans/dominion-energy-ohio/,4.58,Fixed,No,,24,0,0,No,,,57ca3db7704b6cf7a4315cfafa460c79bee51f46,57ca3db7704b6cf7a4315cfafa460c79bee51f46
Mercury Energy Marketing LLC,Mercury Energy Marketing LLC,6545 Market Ave. N,STE 100,North Canton,OH,44721,(800) 975-6372,www.mercuryenergyohio.com,https://mercuryenergyohio.com/plans/dom/residential/,https://mercuryenergyohio.com/plans/dom/residential/,4.58,Fixed,No,,12,0,0,No,,,57ca3db7704b6cf7a4315cfafa460c79bee51f46,57ca3db7704b6cf7a4315cfafa460c79bee51f46
Constellation NewEnergy-Gas Division LLC,Constellation NewEnergy-Gas Division LLC,1001 Louisiana Street Ste 23,,Houston,OH,77002,(855) 465-1244,http://www.constellation.com/rateboard,https://www.constellation.com/bin/residential/GetPlanContractPDF?planId=13980,https://www.constellation.com/campaigns/rateboard.html?utm_source=energychoice.ohio.gov&utm_medium=referral,5.49,Fixed,No,,9,150,0,No,,,d5f2a4b1232c1ee1d298f5b0835367c583b197b1,d5f2a4b1232c1ee1d298f5b0835367c583b197b1
Just Energy,Just Energy Solutions Inc,5251 Westheimer Rd,Suite 1000,Houston,OH,77056,(866) 239-5107,https://justenergy.com/ohapplestoapples/,https://doc-service-prd-webapp01.azurewebsites.net/files/US.OH/TOS/OH_SVC_DUAL_FP_IPAD_ENG_V11_JUL_10_20.pdf,https://justenergy.com/ohapplestoapples/,6.19,Fixed,No,,36,50,0,Yes,Secure your rate with our offer. It guarantees your monthly energy rate will always be the same throughout the term of your agreement  and there is no cost to sign up. For New Customers Only.,Enjoy rate reliability with our fixed-price energy plan. For New Customers Only.,b22b7e72c6dc272b4484f93f26d3856b71cb6a87,b22b7e72c6dc272b4484f93f26d3856b71cb6a87
nTherm  LLC,nTherm  LLC,1321 Upland Dr #19675,,Houston,TX,77043,(888) 865-3402,www.ntherm.com,https://www.ntherm.com/sites/default/files/2023-12/oh_gas_tos.pdf,www.ntherm.com,3.19,Variable,Yes,20% rebate on the average months energy supply cost after 12 consecutive months with nTherm  llc as the Competitive Retail Natural Gas Supplier,1,0,0,No,,20% rebate on the average months energy supply cost after 12 consecutive months with nTherm  llc as the Competitive Retail Natural Gas Supplier,0bacfaf4756f1210811f3e4496c6fe1cdb0828fb,0bacfaf4756f1210811f3e4496c6fe1cdb0828fb
Symmetry Energy Solutions LLC,Symmetry Energy Solutions LLC,PO BOX 802467,,Houston,TX,77280,(888) 200-3788,http://www.symmetryenergy.com/choice,http://www.symmetryenergy.com/choice,https://symmetryenergy.com/enroll/,4.99,Fixed,No,,24,0,0,Yes,Fixed rate 24 with $50/month in Symmetry Rewards,Looking for a product that provides rate security and stability? Then choose the Symmetry Fixed Price product. With the Symmetry Fixed Price product your natural gas commodity rate will not change for the term of your contract. You can enjoy peace of mind knowing exactly what your natural gas rate will be regardless of any increasing costs of natural gas in the market,71b62336ac91dd67447d8ed97859f413498217e6,71b62336ac91dd67447d8ed97859f413498217e6
NRG Home,Reliant Energy Northeast LLC,P.O. Box 38781,,Philadelphia,PA,19104,(855) 500-8703,https://www.picknrg.com/en/lp/mp/ohio-choice.html,https://www.picknrg.com/en/lp/mp/ohio-choice.html,https://www.picknrg.com/en/lp/mp/ohio-choice.html,3.69,Fixed,No,,1,0,0,Yes,A month-to-month variable-price plan featuring a $15 enrollment bonus after 3 months of  active service  and 1% cash back annually for every $1 spent on the supply portion of monthly  residential natural gas bills. The account must be active for 12 consecutive months to receive  the cash back reward.,$15 enrollment bonus after 3 months of active service  and 1% cash back annually. New Customers Only.,5d7fead230db0dd40a8b3b6df2dd61ad895029d8,5d7fead230db0dd40a8b3b6df2dd61ad895029d8
Mercury Energy Marketing LLC,Mercury Energy Marketing LLC,6545 Market Ave. N,STE 100,North Canton,OH,44721,(800) 975-6372,www.mercuryenergyohio.com,https://mercuryenergyohio.com/plans/dom/residential/,https://mercuryenergyohio.com/plans/dom/residential/,4.08,Fixed,No,,6,0,0,No,,,676c72a3610df638213dbd14937d1a1d3541b924,676c72a3610df638213dbd14937d1a1d3541b924
Snyder Brothers Energy Marketing LLC,Snyder Brothers Energy Marketing LLC,P.O. Box 1022,1 Glade Park East,Kittanning,PA,16201,(800) 394-8101,www.snyderbrothersinc.com,www.snyderbrothersinc.com,www.snyderbrothersinc.com,5.21,Variable,No,5.21,1,0,0,No,Monthly Variable Rate,Monthly MVR Rate,a101f55b74c08f52cc23467b41cda3db1fa54cd3,a101f55b74c08f52cc23467b41cda3db1fa54cd3
Eastern Power and Gas LLC,Eastern Power and Gas LLC,20801 Biscayne Blvd suite 403,,Miami,FL,33180,(877) 799-3637,Easternpng.com,https://easternpng.com/energy-ratings/puco-approved-ohio-docs/Ohio_Energy_Ratings_FR_Contract_Terms_and_Conditions.pdf,https://easternpng.com/interactions/check-eligibility/,6.5,Fixed,No,,12,0,0,No,,$6.50 per MCF for the first 12 months  then a monthly variable rate,8f2885526d8144ff6d537a7c072cbed12891cf6e,8f2885526d8144ff6d537a7c072cbed12891cf6e
Barracuda Energy LLC,Barracuda Energy LLC,100 E Campus,Suite 250,Columbus,OH,43235,(833) 628-4278,www.barracudagas.com,https://barracudagas.com/,https://barracudagas.com/,5.95,Fixed,No,,12,0,0,No,,,5b1dee72effec84b80f82417faee72029636d941,5b1dee72effec84b80f82417faee72029636d941
Ohio Gas & Electric,US Gas & Electric Inc.,P.O. Box 660403,,Dallas,TX,75266-0433,(866) 706-7360,https://www.ohgande.com/?PromoCode=Rateboard&rfid=PUCO,https://shopping.ohgande.com/cust/?PID=0ED9B9A5-5BDF-4F4A-B1B4-A493A0FDA694&UID=C7C5FD83-46F3-4B30-B916-36897E483F47&OID=F56EBC4A-D692-4CB9-BE76-A67595D1D30C&RFID=PUCO&PUC=1&STATE=OH&SN=USG&CT=G&PromoCode=RATEBOARD,https://shopping.ohgande.com/cust/?PID=0ED9B9A5-5BDF-4F4A-B1B4-A493A0FDA694&UID=C7C5FD83-46F3-4B30-B916-36897E483F47&OID=F56EBC4A-D692-4CB9-BE76-A67595D1D30C&RFID=PUCO&PUC=1&STATE=OH&SN=USG&CT=G&PromoCode=RATEBOARD,3.99,Variable,No,,0,0,0,No,,Enjoy a no-commitment plan + $50 monthly Reward Dollars. Must have an active account. Special offer for new  online customers.,70d403dc3c9428c27b2da0056c4702e424c928b1,70d403dc3c9428c27b2da0056c4702e424c928b1
Nordic Energy Services LLC,Nordic Energy Services LLC,1 Tower Lane  Ste. 300,,Oakbrook Terrace,IL,60181,(877) 808-1022,https://www.nordicenergy-us.com/,https://www.nordicenergy-us.com/,https://www.nordicenergy-us.com/,3.39,Variable,No,,2,0,0,Yes,Fixed rate of 3.39/MCF for two months then defaults to a variable rate. No early termination fees!,Fixed rate of 3.39/MCF for two months then defaults to a variable rate. No early termination fees!,7ca6257a3f05a3a6b604fd5dae8af8c1b41b8e0f,7ca6257a3f05a3a6b604fd5dae8af8c1b41b8e0f
Ohio Natural Gas,SouthStar Energy Services LLC,P.O. Box 14657,,Cleveland,OH,44114,(800) 735-0862,https://www.ohionaturalgas.com/green/,https://www.ohionaturalgas.com/list-plans/?GL=true,https://www.ohionaturalgas.com/list-plans/?GL=true,5.37,Fixed,No,,6,12.5,0,No,,Sign up with Greener Life from Ohio Natural Gas today.,7de8d6721fc7df82aefbf1626347c18087f95a01,7de8d6721fc7df82aefbf1626347c18087f95a01
AEP Energy Inc,AEP Energy Inc,1 Riverside Plaza,20th Floor,Columbus,OH,43215,(877) 648-1922,https://www.aepenergy.com/acquisition/campaign/offers/?cc=puco-deo&utm_source=A2A&utm_medium=shopping&utm_campaign=deo_36,https://www.aepenergy.com/acquisition/campaign/offers/?cc=puco-deo&utm_source=A2A&utm_medium=shopping&utm_campaign=deo_36,https://www.aepenergy.com/acquisition/campaign/offers/?cc=puco-deo&utm_source=A2A&utm_medium=shopping&utm_campaign=deo_36,5.89,Fixed,No,,36,0,0,Yes,Enroll in this price plan and you’ll receive up to $108 Reward Dollars over the course of the plan to use in AEP Energy Reward Store  our one-stop online marketplace filled with a variety of energy-saving products for your home  available exclusively for AEP Energy customers!  Offer is valid for both new and existing customers. For more information  visit AEPenergyrewardstore.com.,This offer is limited to residential customers of Dominion East Ohio and is valid for both new and existing customers. Please Note: You will need to provide your zip code to see if the respective offer appears and will be available to you. Based upon zip code  this offer is not available to all customers of Dominion East Ohio.,3e4cf6a528e459dfb470385ddd564438c40bf78b,3e4cf6a528e459dfb470385ddd564438c40bf78b
American Power & Gas of Ohio  LLC,American Power & Gas of Ohio  LLC,10601 S Belcher Rd,,Seminole,FL,33777,(888) 669-2365,https://americanpowerandgas.com/?page=2,https://www.americanpowerandgas.com/wp-content/uploads/2021/11/OH_Variable_Gas_Agreement_2021-08-20.pdf,https://americanpowerandgas.com/?page=2,2.99,Variable,Yes,Price is set for first month and variable thereafter.,24,0,0,Yes,Our 25% rebate is available to all of our customers.   We have sent out over $2 400 000 in rebates. Are you getting one?,Our famous 25% rebate is available to all our customers.   We have sent out over $2 400 000 in rebates this year! Are you getting one?,3174389acc62b6f4e93ba848c68fa66b45f3a0d2,3174389acc62b6f4e93ba848c68fa66b45f3a0d2
My Choice Energy LLC,Foster Energy Services LLC,470 Olde Worthington Road,,Columbus,OH,43082,(888) 505-9104,www.fostermychoice.com,www.fostermychoice.com,www.fostermychoice.com,6.59,Fixed,No,,36,10,0,No,,WE DO NOT SERVICE DOMINION WEST OHIO,439d4364d897b6fb529460bf3cf6c9debcca2c55,439d4364d897b6fb529460bf3cf6c9debcca2c55
