SupplierCompanyName,CompanyName,SupplierAddress,SupplierAddress2,SupplierCity,SupplierState,SupplierZip,SupplierPhone,SupplierWebSiteUrl,TermsOfServiceURL,SignUpNowURL,Price,RateType,IsIntroductoryOffer,IntroductoryOfferDetails,TermLength,EarlyTerminationFee,MonthlyFee,IsPromotionalOffer,PromotionalOfferDetails,OfferDetails,_Key,_Supplier,_Rate,_Term,_ETF
Median Energy Corp,Median Energy Corp,1 lethbridge plaza,ste 2,mahwah,NJ,07430,(888) 316-5443,www.medianenergy.com,https://static1.squarespace.com/static/5773a908e6f2e1fedd359c1b/t/5bbe3234a4222f91c8771369/1539191349399/Median+OH+Terms+and+Conditions+.pdf,http://www.medianenergy.com/sign-up/,0.8,Variable,No,,0,0,0,No,,,HK::42399f625c96f6e69e74c1b05b9894b12fa3d03a,Median Energy Corp,0.8,0,0
Kiwi Energy,Kiwi Energy NY LLC,144 North 7th #417,,Brooklyn,NY,11222,(877) 208-7636,www.kiwienergy.us,www.kiwienergy.us,www.kiwienergy.us,0.699,Variable,Yes,Price is set for first month and variable thereafter.,36,0,0,No,,Zero Gas 100 is a month-to-month variable rate product for 36 months  matches 100% of usage with Carbon Offsets and no cancellation fees. Customers receive $25 in Kiwi Rewards Dollars each month. No guaranteed savings,HK::b943989ca494038eeb8002091caeca387a793cc7,Kiwi Energy,0.699,36,0
Ohio Gas & Electric,US Gas & Electric Inc.,P.O. Box 660403,,Dallas,TX,75266-0433,(866) 706-7360,https://www.ohgande.com/?PromoCode=Rateboard&rfid=PUCO,https://shopping.ohgande.com/cust/?PID=CAE0D3AF-3AE0-4035-ABB7-DF6675E0AADB&UID=D2873DA5-82F3-4F75-8298-505FA775E78A&OID=20325620-F7C1-4237-8B09-5726C800FB9C&RFID=PUCO&PUC=1&STATE=OH&SN=USG&CT=G&PromoCode=RATEBOARD,https://shopping.ohgande.com/cust/?PID=CAE0D3AF-3AE0-4035-ABB7-DF6675E0AADB&UID=D2873DA5-82F3-4F75-8298-505FA775E78A&OID=20325620-F7C1-4237-8B09-5726C800FB9C&RFID=PUCO&PUC=1&STATE=OH&SN=USG&CT=G&PromoCode=RATEBOARD,0.579,Fixed,No,,6,0,0,No,,Get peace of mind with a fixed rate for 6 months - plus  $50 in Reward Dollars every month once your account's active. Special offer for new  online customers.,HK::b465d03ec317fc57312d18b3d4b08b72b9ccb1af,Ohio Gas & Electric,0.579,6,0
My Choice Energy LLC,Foster Energy Services LLC,470 Olde Worthington Road,,Columbus,OH,43082,(888) 505-9104,www.fostermychoice.com,www.fostermychoice.com,www.fostermychoice.com,0.759,Fixed,No,,12,10,0,No,,,HK::218d673b6396cf8f257cdd06a6cf1f39ff1eba08,My Choice Energy LLC,0.759,12,10
Mercury Energy Marketing LLC,Mercury Energy Marketing LLC,6545 Market Ave. N,STE 100,North Canton,OH,44721,(800) 975-6372,www.mercuryenergyohio.com,https://mercuryenergyohio.com/columbia-gas-ohio-res/,https://mercuryenergyohio.com/columbia-gas-ohio-res/,0.618,Fixed,No,,18,0,0,No,,,HK::660cd8da349881477c53a505ef476037d1465315,Mercury Energy Marketing LLC,0.618,18,0
Energy Harbor LLC,Energy Harbor LLC,168 East Market Street,,Akron,OH,44308,(855) 487-0822,https://energyharbor.com/?PromoCode=Rateboard&rfid=PUCO,https://shopping.energyharbor.com/cust/?PID=18323422-FB3D-441C-81E7-0D429389FDE7&UID=D2873DA5-82F3-4F75-8298-505FA775E78A&OID=881CB97A-F12F-4008-952B-A51E25F98D47&RFID=PUCO&PUC=1&STATE=OH&SN=EH&CT=G&PromoCode=RATEBOARD,https://shopping.energyharbor.com/cust/?PID=18323422-FB3D-441C-81E7-0D429389FDE7&UID=D2873DA5-82F3-4F75-8298-505FA775E78A&OID=881CB97A-F12F-4008-952B-A51E25F98D47&RFID=PUCO&PUC=1&STATE=OH&SN=EH&CT=G&PromoCode=RATEBOARD,0.639,Fixed,No,,24,0,0,No,,Avoid price swings with a fixed natural gas rate for 24 months. Special offer for new  online customers.,HK::e7ceb54afb97be37f4c9343373a9bf8ac7f4678b,Energy Harbor LLC,0.639,24,0
CleanSky Energy,Titan Gas LLC,3355 W. Alabama,,Houston,TX,77098,(888) 355-6205,https://cleanskyenergy.com/,https://rates.cleanskyenergy.com:8443/rates/DownloadDoc?path=86759dd0-b60b-4fd7-bcc6-a57f33be0922.pdf&id_plan=52671,https://signup.cleanskyenergy.com/rates?utility_id=81&promocode=APPLESZERO,0.679,Fixed,No,,24,150,0,No,This plan is for new customers only. Have a question about a plan or need help placing an order? Call us: 1-888-355-6205 | Email us: CustomerCare@CleanSkyEnergy.com,This plan is for new customers only. Have a question about a plan or need help placing an order? Call us: 1-888-355-6205 | Email us: CustomerCare@CleanSkyEnergy.com,HK::33fc30b44d89243403cfc40bb77b7ac85c1b22b5,CleanSky Energy,0.679,24,150
Ohio Gas & Electric,US Gas & Electric Inc.,P.O. Box 660403,,Dallas,TX,75266-0433,(866) 706-7360,https://www.ohgande.com/?PromoCode=Rateboard&rfid=PUCO,https://shopping.ohgande.com/cust/?PID=081EE58A-418A-4497-AC30-A1FA1B982D84&UID=D2873DA5-82F3-4F75-8298-505FA775E78A&OID=20325620-F7C1-4237-8B09-5726C800FB9C&RFID=PUCO&PUC=1&STATE=OH&SN=USG&CT=G&PromoCode=RATEBOARD,https://shopping.ohgande.com/cust/?PID=081EE58A-418A-4497-AC30-A1FA1B982D84&UID=D2873DA5-82F3-4F75-8298-505FA775E78A&OID=20325620-F7C1-4237-8B09-5726C800FB9C&RFID=PUCO&PUC=1&STATE=OH&SN=USG&CT=G&PromoCode=RATEBOARD,0.619,Fixed,No,,18,0,0,No,,Get peace of mind with a fixed rate for 18 months - plus  $50 in Reward Dollars every month once your account's active. Special offer for new  online customers.,HK::b465d03ec317fc57312d18b3d4b08b72b9ccb1af,Ohio Gas & Electric,0.619,18,0
Ohio Gas & Electric,US Gas & Electric Inc.,P.O. Box 660403,,Dallas,TX,75266-0433,(866) 706-7360,https://www.ohgande.com/?PromoCode=Rateboard&rfid=PUCO,https://shopping.ohgande.com/cust/?PID=7276A82C-3FBF-45DD-A4E7-2D8CD23792F0&UID=D2873DA5-82F3-4F75-8298-505FA775E78A&OID=20325620-F7C1-4237-8B09-5726C800FB9C&RFID=PUCO&PUC=1&STATE=OH&SN=USG&CT=G&PromoCode=RATEBOARD,https://shopping.ohgande.com/cust/?PID=7276A82C-3FBF-45DD-A4E7-2D8CD23792F0&UID=D2873DA5-82F3-4F75-8298-505FA775E78A&OID=20325620-F7C1-4237-8B09-5726C800FB9C&RFID=PUCO&PUC=1&STATE=OH&SN=USG&CT=G&PromoCode=RATEBOARD,0.619,Fixed,No,,12,0,0,No,,Get peace of mind with a fixed rate for 12 months - plus  $50 in Reward Dollars every month once your account's active. Special offer for new  online customers.,HK::b465d03ec317fc57312d18b3d4b08b72b9ccb1af,Ohio Gas & Electric,0.619,12,0
NRG Home,Reliant Energy Northeast LLC,P.O. Box 38781,,Philadelphia,PA,19104,(855) 500-8703,https://www.picknrg.com/en/lp/mp/ohio-choice.html,https://www.picknrg.com/en/lp/mp/ohio-choice.html,https://www.picknrg.com/en/lp/mp/ohio-choice.html,0.63,Fixed,No,,1,0,0,Yes,A month-to-month variable-price plan featuring a $15 enrollment bonus after 3 months of  active service  and 1% cash back annually for every $1 spent on the supply portion of monthly  residential natural gas bills. The account must be active for 12 c,$15 enrollment bonus after 3 months of active service  and 1% cash back annually. New Customers Only.,HK::d95cf332bdf0975ae90011bc62da80a41b044273,NRG Home,0.63,1,0
Shipley Choice  LLC,Shipley Choice  LLC,415 Norway St,,York,PA,17403,(866) 573-4853,http://www.shipleyenergy.com,https://enroll.shipleyenergy.com,https://www.shipleyenergy.com/enrollment?product=ng,0.789,Fixed,No,,12,0,0,No,,Shopping for Natural Gas Supply just got EASY! No monthly fee  no cancellation fee  and best of all a LOW fixed price to take control of your energy costs. For New Customers Only.,HK::b8bfbbd2ccba74f85297603c8aec35e153d7528a,Shipley Choice  LLC,0.789,12,0
Ohio Natural Gas,SouthStar Energy Services LLC,P.O. Box 14657,,Cleveland,OH,44114,(800) 735-0862,ohionaturalgas.com,https://www.ohionaturalgas.com/list-plans/?rateClassCode=01&ldcCode=COH,https://www.ohionaturalgas.com/applecoh,0.699,Fixed,No,,24,12.5,0,Yes,Mention Promo Code APPLECOH.,Mention Promo Code APPLECOH.,HK::234fc7787784e833f45267606ea5cab223076260,Ohio Natural Gas,0.699,24,12.5
IGS Energy,Interstate Gas Supply LLC,6100 Emerald Parkway,,Dublin,OH,43016,(800) 280-4474,www.igsenergy.com,https://www.igs.com/signup,https://igs.com/signup/?campaignCode=Web-ApplesToApples&utm_campaign=referral-applestoapples-general&utm_source=applestoapples&utm_medium=referral,0.799,Fixed,No,,12,99,0,No,,Contribute to a brighter future by choosing this environmentally conscious product for your home. Our 100% Carbon Neutral Fixed Rate provides you with stability and predictability for the entire term length.,HK::ac6b0be1bb25d34f830558038e07e65c2b774824,IGS Energy,0.799,12,99
Utility Gas and Power,LE Energy LLC,2680 CORPORATE PARK DR,STE 100,Opelika,AL,36801,(855) 747-4931,www.utilitygasandpower.com,https://www.utilitygasandpower.com/gas-tc,https://www.utilitygasandpower.com/enroll?referral=a2a&rate=5.99-12mos,0.599,Fixed,No,,12,150,0,No,,Guaranteed fixed rate for 12 months and UGP Price Protection!,HK::fc1fc8f2a02cf66ba7dddac8e3c8faeca6fceb67,Utility Gas and Power,0.599,12,150
Ohio Natural Gas,SouthStar Energy Services LLC,P.O. Box 14657,,Cleveland,OH,44114,(800) 735-0862,ohionaturalgas.com,https://www.ohionaturalgas.com/list-plans/?rateClassCode=01&ldcCode=COH,https://www.ohionaturalgas.com/list-plans/?rateClassCode=01&ldcCode=COH,0.659,Fixed,No,,18,12.5,0,No,,,HK::ac1987173804455ef62ed894d81df8aa95813569,Ohio Natural Gas,0.659,18,12.5
Ohio Natural Gas,SouthStar Energy Services LLC,P.O. Box 14657,,Cleveland,OH,44114,(800) 735-0862,ohionaturalgas.com,https://www.ohionaturalgas.com/applecoh,https://www.ohionaturalgas.com/applecoh,0.639,Fixed,No,,6,12.5,0,Yes,Mention Promo Code APPLECOH.,Mention Promo Code APPLECOH.,HK::b25c4db4148ec87a24c534844dda3ac46f07f793,Ohio Natural Gas,0.639,6,12.5
CleanSky Energy,Titan Gas LLC,3355 W. Alabama,,Houston,TX,77098,(888) 355-6205,https://cleanskyenergy.com/,https://rates.cleanskyenergy.com:8443/rates/DownloadDoc?path=86759dd0-b60b-4fd7-bcc6-a57f33be0922.pdf&id_plan=52671,https://signup.cleanskyenergy.com/rates?utility_id=81&promocode=APPLESZERO,0.649,Fixed,No,,6,50,0,No,This plan is for new customers only. Have a question about a plan or need help placing an order? Call us: 1-888-355-6205 | Email us: CustomerCare@CleanSkyEnergy.com,This plan is for new customers only. Have a question about a plan or need help placing an order? Call us: 1-888-355-6205 | Email us: CustomerCare@CleanSkyEnergy.com,HK::33fc30b44d89243403cfc40bb77b7ac85c1b22b5,CleanSky Energy,0.649,6,50
Mercury Energy Marketing LLC,Mercury Energy Marketing LLC,6545 Market Ave. N,STE 1950,North Canton,OH,44721,(800) 975-6372,www.mercuryenergyohio.com,https://mercuryenergyohio.com/columbia-gas-ohio-res/,https://mercuryenergyohio.com/columbia-gas-ohio-res/,0.525,Variable,No,,1,0,0,No,,,HK::b9d6e18304402dfab328e03be6de150db20eeded,Mercury Energy Marketing LLC,0.525,1,0
Ohio Gas & Electric,US Gas & Electric Inc.,P.O. Box 660403,,Dallas,TX,75266-0433,(866) 706-7360,https://www.ohgande.com/?PromoCode=Rateboard&rfid=PUCO,https://shopping.ohgande.com/cust/?PID=0ABD5027-BB93-47F9-92BF-7B84253C7078&UID=D2873DA5-82F3-4F75-8298-505FA775E78A&OID=20325620-F7C1-4237-8B09-5726C800FB9C&RFID=PUCO&PUC=1&STATE=OH&SN=USG&CT=G&PromoCode=RATEBOARD,https://shopping.ohgande.com/cust/?PID=0ABD5027-BB93-47F9-92BF-7B84253C7078&UID=D2873DA5-82F3-4F75-8298-505FA775E78A&OID=20325620-F7C1-4237-8B09-5726C800FB9C&RFID=PUCO&PUC=1&STATE=OH&SN=USG&CT=G&PromoCode=RATEBOARD,0.645,Fixed,No,,24,0,0,No,,Get peace of mind with a fixed rate for 24 months - plus  $50 in Reward Dollars every month once your account's active. Special offer for new  online customers.,HK::b465d03ec317fc57312d18b3d4b08b72b9ccb1af,Ohio Gas & Electric,0.645,24,0
Nordic Energy Services LLC,Nordic Energy Services LLC,1 Tower Lane  Ste. 300,,Oakbrook Terrace,IL,60181,(877) 808-1022,https://www.nordicenergy-us.com/,https://www.nordicenergy-us.com/,https://www.nordicenergy-us.com/,0.649,Variable,No,,2,0,0,Yes,Fixed rate of .649/Ccf for two months then defaults to a variable rate. No early termination fees!,Fixed rate of .649/Ccf for two months then defaults to a variable rate. No early termination fees!,HK::12b139a62db41fe5c647b3144548e0abe902c9de,Nordic Energy Services LLC,0.649,2,0
Ohio Gas & Electric,US Gas & Electric Inc.,P.O. Box 660403,,Dallas,TX,75266-0433,(866) 706-7360,https://www.ohgande.com/?PromoCode=Rateboard&rfid=PUCO,https://shopping.ohgande.com/cust/?PID=8D43A666-E0B4-4A42-91F9-734729FFA1B7&UID=D2873DA5-82F3-4F75-8298-505FA775E78A&OID=6A1A9789-9CB8-435B-B8B2-27392F6B942C&RFID=PUCO&PUC=1&STATE=OH&SN=USG&CT=G&PromoCode=RATEBOARD,https://shopping.ohgande.com/cust/?PID=8D43A666-E0B4-4A42-91F9-734729FFA1B7&UID=D2873DA5-82F3-4F75-8298-505FA775E78A&OID=6A1A9789-9CB8-435B-B8B2-27392F6B942C&RFID=PUCO&PUC=1&STATE=OH&SN=USG&CT=G&PromoCode=RATEBOARD,0.629,Variable,No,,0,0,0,No,,Enjoy a no-commitment plan + $50 monthly Reward Dollars. Must have an active account. Special offer for new  online customers.,HK::9924470e04e122c898bd50d307d13e8d56fe7445,Ohio Gas & Electric,0.629,0,0
Mercury Energy Marketing LLC,Mercury Energy Marketing LLC,6545 Market Ave. N,Suite 100,North Canton,OH,44721,(800) 975-6372,www.mercuryenergyohio.com,https://mercuryenergyohio.com/plans/,https://mercuryenergyohio.com/columbia-gas-ohio-res/,0.638,Fixed,No,,36,0,0,No,,,HK::655d4d5407b3e3ef2142e7546d67888d2241ef25,Mercury Energy Marketing LLC,0.638,36,0
AEP Energy Inc,AEP Energy Inc,1 Riverside Plaza,20th Floor,Columbus,OH,43215,(877) 648-1922,https://www.aepenergy.com/acquisition/campaign/offers/?cc=puco-coh&utm_source=A2A&utm_medium=shopping&utm_campaign=coh_12,https://www.aepenergy.com/acquisition/campaign/offers/?cc=puco-coh&utm_source=A2A&utm_medium=shopping&utm_campaign=coh_12,https://www.aepenergy.com/acquisition/campaign/offers/?cc=puco-coh&utm_source=A2A&utm_medium=shopping&utm_campaign=coh_12,0.645,Fixed,No,,12,0,0,Yes,Enroll in this price plan and you’ll receive up to $36 Reward Dollars over the course of the plan to use in AEP Energy Reward Store  our one-stop online marketplace filled with a variety of energy-saving products for your home  available exclusively for AEP Energy customers!  Offer is valid for both new and existing customers. For more information  visit AEPenergyrewardstore.com.,This offer is limited to residential customers of Columbia Gas of Ohio and is valid for both new and existing customers.,HK::c075a66e3ac88494f1f04bcd41ce610064de4ce4,AEP Energy Inc,0.645,12,0
nTherm  LLC,nTherm  LLC,1321 Upland Dr #19675,,Houston,TX,77043,(888) 865-3402,www.ntherm.com,https://www.ntherm.com/sites/default/files/2023-12/oh_gas_tos.pdf,www.ntherm.com,0.483,Variable,Yes,20% rebate on the average months energy supply cost after 12 consecutive months with nTherm  llc as the Competitive Retail Natural Gas Supplier,1,0,0,No,,20% rebate on the average months energy supply cost after 12 consecutive months with nTherm  llc as the Competitive Retail Natural Gas Supplier,HK::672db797cbecac11d0e336e4ffff1faa303076a5,nTherm  LLC,0.483,1,0
Ohio Natural Gas,SouthStar Energy Services LLC,P.O. Box 14657,,Cleveland,OH,44114,(800) 735-0862,https://www.ohionaturalgas.com/green/,https://www.ohionaturalgas.com/list-plans/?GL=true,https://www.ohionaturalgas.com/list-plans/?GL=true,0.739,Fixed,No,,12,12.5,0,No,Offset your Carbon Footprint by making your gas usage Carbon Neutral. Sign up with Greener Life from Ohio Natural Gas today!,Sign up with Greener Life from Ohio Natural Gas today!,HK::ac1987173804455ef62ed894d81df8aa95813569,Ohio Natural Gas,0.739,12,12.5
Constellation NewEnergy-Gas Division LLC,Constellation NewEnergy-Gas Division LLC,1001 Louisiana Street Ste 23,,Houston,OH,77002,(855) 465-1244,http://www.constellation.com/rateboard,https://www.constellation.com/bin/residential/GetPlanContractPDF?planId=13406,https://www.constellation.com/campaigns/rateboard.html?utm_source=energychoice.ohio.gov&utm_medium=referral,0.639,Fixed,No,,6,150,0,No,,,HK::9129b44459f0f208bf04821dc98147d938cbe12d,Constellation NewEnergy-Gas Division LLC,0.639,6,150
XOOM Energy Ohio LLC,XOOM Energy Ohio LLC,804 Carnegie Center,,Princeton,NJ,08540,(888) 997-8979,http://xoomenergy.com/en,https://xoomenergy.com/uploads/rates/terms-email/368967-en.pdf,http://xoomenergy.com/en/residential/?des=oh&deu=30&utm_source=puco&utm_medium=signuplink&utm_campaign=colohio,0.729,Fixed,No,,24,220,0,No,,XOOM Energy's SureLock 24 fixed plan,HK::27925d858f182c7af443471d58b341e164b55a6e,XOOM Energy Ohio LLC,0.729,24,220
Energy Harbor LLC,Energy Harbor LLC,168 East Market Street,,Akron,OH,44308,(855) 487-0822,https://energyharbor.com/?PromoCode=Rateboard&rfid=PUCO,https://shopping.energyharbor.com/cust/?PID=4F1C52C3-879B-415F-9FC2-073D92363966&UID=D2873DA5-82F3-4F75-8298-505FA775E78A&OID=881CB97A-F12F-4008-952B-A51E25F98D47&RFID=PUCO&PUC=1&STATE=OH&SN=EH&CT=G&PromoCode=RATEBOARD,https://shopping.energyharbor.com/cust/?PID=4F1C52C3-879B-415F-9FC2-073D92363966&UID=D2873DA5-82F3-4F75-8298-505FA775E78A&OID=881CB97A-F12F-4008-952B-A51E25F98D47&RFID=PUCO&PUC=1&STATE=OH&SN=EH&CT=G&PromoCode=RATEBOARD,0.649,Fixed,No,,36,0,0,No,,Avoid price swings with a fixed natural gas rate for 36 months. Special offer for new  online customers.,HK::e7ceb54afb97be37f4c9343373a9bf8ac7f4678b,Energy Harbor LLC,0.649,36,0
Shipley Choice  LLC,Shipley Choice  LLC,415 Norway St,,York,PA,17403,(866) 573-4853,http://www.shipleyenergy.com,https://enroll.shipleyenergy.com,https://www.shipleyenergy.com/enrollment?product=ng,0.839,Fixed,No,,12,0,0,No,,Making an impact has never been easier - Choose Shipley’s Carbon Neutral Gas offer to offset 100% of your home's natural gas emissions. No monthly fees and no cancellation fees. Plus lock in this low fixed rate today and you’ll earn 3% REWARDS through Shipley Energy's Rewards Program. For New Customers Only.,HK::b8bfbbd2ccba74f85297603c8aec35e153d7528a,Shipley Choice  LLC,0.839,12,0
Direct Energy Services LLC,Direct Energy Services LLC,PO Box 180,,Tulsa,OK,74101,(855) 355-3733,https://www.directenergy.com/,https://directenergydocuments.gesc.com/TCPage.aspx?Doc=DEROHDTDTCG,https://shop.directenergy.com/usn/gas-live-brighter-18?msid=5360,0.749,Fixed,No,,18,0,0,No,,New Customers Only,HK::2eeec5409fec4d5dab361639b2f47f44330794e2,Direct Energy Services LLC,0.749,18,0
Ohio Natural Gas,SouthStar Energy Services LLC,P.O. Box 14657,,Cleveland,OH,44114,(800) 735-0862,https://www.ohionaturalgas.com/green/,https://www.ohionaturalgas.com/list-plans/?GL=true,https://www.ohionaturalgas.com/list-plans/?GL=true,0.599,Variable,No,,1,0,0,No,Offset your Carbon Footprint by making your gas usage Carbon Neutral. Sign up with Greener Life from Ohio Natural Gas today!,Sign up with Greener Life from Ohio Natural Gas today. Variable prices may change or remain the same each month. The November 2025 variable rate is 0.59900/Ccf.,HK::6ef3592921627f08f9bff96a2835f24516e0553a,Ohio Natural Gas,0.599,1,0
AEP Energy Inc,AEP Energy Inc,1 Riverside Plaza,20th Floor,Columbus,OH,43215,(877) 648-1922,https://www.aepenergy.com/acquisition/campaign/offers/?cc=puco-coh&utm_source=A2A&utm_medium=shopping&utm_campaign=coh_6,https://www.aepenergy.com/acquisition/campaign/offers/?cc=puco-coh&utm_source=A2A&utm_medium=shopping&utm_campaign=coh_6,https://www.aepenergy.com/acquisition/campaign/offers/?cc=puco-coh&utm_source=A2A&utm_medium=shopping&utm_campaign=coh_6,0.575,Fixed,No,,6,0,0,Yes,Enroll in this price plan and you’ll receive up to $18 Reward Dollars over the course of the plan to use in AEP Energy Reward Store  our one-stop online marketplace filled with a variety of energy-saving products for your home  available exclusively for AEP Energy customers!  Offer is valid for both new and existing customers. For more information  visit AEPenergyrewardstore.com.,This offer is limited to residential customers of Columbia Gas of Ohio and is valid for both new and existing customers.,HK::c075a66e3ac88494f1f04bcd41ce610064de4ce4,AEP Energy Inc,0.575,6,0
American Power & Gas of Ohio  LLC,American Power & Gas of Ohio  LLC,10601 S Belcher Rd,,Seminole,FL,33777,(888) 669-2365,https://americanpowerandgas.com/?page=2,https://www.americanpowerandgas.com/wp-content/uploads/2021/11/OH_Variable_Gas_Agreement_2021-08-20.pdf,https://americanpowerandgas.com/?page=2,0.519,Variable,Yes,Price is set for first month and variable thereafter.,24,0,0,Yes,Our  25% rebate is available to all of our customers.   We have sent out over $900 000 in rebates. Are you getting one?,Our famous 25% rebate is available to all our customers.   We have sent out over $2 400 000 in rebates this year! Are you getting one?,HK::724591934636276f0569a16bfa8f56dc7eb7b7a4,American Power & Gas of Ohio  LLC,0.519,24,0
Kratos Gas & Power,United Energy Trading LLC,225 Union Blvd.  Ste. 200,,Lakewood,CO,80228,(800) 296-2203,www.unitedenergytrading.com,www.kratosgp.com,https://ohio.kratosgp.com/,0.459,Variable,No,,1,0,0,Yes,Promo offer $0.459/ccf for one month.  No cancellation fees.,$0.459/ccf promo rate for one month.,HK::a633e37debd9b7bce6e08773e3a642e6e43f937a,Kratos Gas & Power,0.459,1,0
Direct Energy Services LLC,Direct Energy Services LLC,PO Box 180,,Tulsa,OK,74101,(855) 355-3733,https://www.directenergy.com/,https://directenergydocuments.gesc.com/TCPage.aspx?Doc=DEROHDTDTCG,https://shop.directenergy.com/usn/gas-live-brighter-12?msid=5360,0.739,Fixed,No,,12,0,0,No,,New Customers Only,HK::b0e6d16bae1af4fbb1c8513b2df8d81270a027f7,Direct Energy Services LLC,0.739,12,0
